lda_reliance,_step,_runtime,resnet_reliance,seeds,_timestamp,bias,a_s,p_s
-0.4,63,137.84401321411133,0.9955555555555555,23,1715200214.670339,1.3955555555555557,3,0.8
-0.4,64,139.5793478488922,0.9022222222222223,113,1715200216.4056737,1.3022222222222224,3,0.8
-0.4022222222222222,65,142.50858616828918,0.9333333333333333,1,1715200219.334912,1.3355555555555556,4,0.8
-0.4,66,144.22582459449768,0.9333333333333333,42,1715200221.0521505,1.3333333333333335,4,0.8
-0.4,67,145.88710570335388,0.9644444444444444,89,1715200222.7134316,1.3644444444444446,4,0.8
-0.4,68,147.4412224292755,0.9333333333333333,23,1715200224.2675483,1.3333333333333335,4,0.8
-0.4,69,149.13174438476562,0.9333333333333333,113,1715200225.9580703,1.3333333333333335,4,0.8
-0.4022222222222222,70,152.2052125930786,0.9288888888888889,1,1715200229.0315385,1.3311111111111111,5,0.8
-0.4,71,153.78525137901306,0.9911111111111112,42,1715200230.6115773,1.3911111111111112,5,0.8
-0.4,72,155.49354887008667,0.9911111111111112,89,1715200232.3198748,1.3911111111111112,5,0.8
-0.4,73,157.05084204673767,0.9066666666666666,23,1715200233.877168,1.3066666666666666,5,0.8
-0.4,74,158.59815573692322,0.9377777777777778,113,1715200235.4244816,1.3377777777777777,5,0.8
0.05555555555555555,75,161.74743270874023,0.9822222222222222,1,1715200238.5737586,0.9266666666666666,1,0.9
0.06,76,163.31660866737366,0.9511111111111111,42,1715200240.1429346,0.8911111111111112,1,0.9
0.06,77,165.05234742164612,0.9466666666666667,89,1715200241.8786733,0.8866666666666667,1,0.9
0.04666666666666667,78,166.67403602600098,0.9866666666666667,23,1715200243.500362,0.9400000000000001,1,0.9
0.06,79,168.23334622383118,0.9733333333333334,113,1715200245.059672,0.9133333333333333,1,0.9
0.05555555555555555,80,171.5055890083313,0.9688888888888889,1,1715200248.331915,0.9133333333333333,2,0.9
0.06,81,173.05573630332947,0.96,42,1715200249.8820622,0.8999999999999999,2,0.9
0.06,82,174.72769474983215,0.9333333333333333,89,1715200251.5540206,0.8733333333333333,2,0.9
0.04666666666666667,83,176.4111340045929,0.9288888888888889,23,1715200253.23746,0.8822222222222222,2,0.9
0.06,84,177.98031902313232,0.9333333333333333,113,1715200254.806645,0.8733333333333333,2,0.9
0.05555555555555555,85,181.206937789917,0.9688888888888889,1,1715200258.0332637,0.9133333333333333,3,0.9
0.06,86,183.04824471473694,0.9333333333333333,42,1715200259.8745706,0.8733333333333333,3,0.9
0.06,87,184.65165543556213,0.9466666666666667,89,1715200261.4779813,0.8866666666666667,3,0.9
0.04666666666666667,88,186.44727325439453,0.9288888888888889,23,1715200263.2735991,0.8822222222222222,3,0.9
0.06,89,188.16328120231628,0.9466666666666667,113,1715200264.989607,0.8866666666666667,3,0.9
0.05555555555555555,90,191.3690459728241,0.9955555555555555,1,1715200268.1953719,0.94,4,0.9
0.06,91,193.04999589920044,0.9333333333333333,42,1715200269.8763218,0.8733333333333333,4,0.9
0.06,92,194.65685057640076,1.0,89,1715200271.4831765,0.94,4,0.9
0.04666666666666667,93,196.39821887016296,0.9377777777777778,23,1715200273.2245448,0.8911111111111112,4,0.9
0.06,94,198.01830291748047,0.9955555555555555,113,1715200274.8446288,0.9355555555555555,4,0.9
0.05555555555555555,95,201.11439967155457,0.9333333333333333,1,1715200277.9407256,0.8777777777777778,5,0.9
0.06,96,202.8122034072876,0.9333333333333333,42,1715200279.6385293,0.8733333333333333,5,0.9
0.06,97,204.40794563293457,0.9466666666666667,89,1715200281.2342715,0.8866666666666667,5,0.9
0.04666666666666667,98,206.02734923362732,0.9333333333333333,23,1715200282.8536751,0.8866666666666667,5,0.9
0.06,99,207.6804714202881,0.9333333333333333,113,1715200284.5067973,0.8733333333333333,5,0.9
